pk_reference_id,fk_ref_source_id,reference_authors,reference_year,chapter_article_title,volume,pages,data_source,verify
265,312,"Baker, F.A., French, D.W.",1982,Proportion of trees infected in Arceuthobium americanum infection centers in jack pine stands,72,979,Martin,TRUE
266,118,"Baker, F.A., Knowles, K., Meyer, T.R., French, D.W.",1989,Aerial Aplications of Ethylene-Releasing Chemicals Fail to Promote Abscission of Dwarf Mistletoe Aerial Shoots on Jack Pine,65,194-195,Martin,TRUE
267,317,"Baker, F.A., Meyer, T., Knowles, K., French, D.W.",1988,Black Spruce: A Rare Host for Arceuthobium americanum in Manitoba,72,994,Martin,TRUE
268,281,"Baker, K.F., Snyder, W.C., Davis, L.H.",1950,,42,403-422,Conners,TRUE
269,41,"Bakerspigel, A.",1959,,37,835-842,Conners,TRUE
270,41,"Bandoni, R.J.",1963,,41,467-474,Ginns,TRUE
271,41,"Bandoni, R.J.",1972,,50,2283-2285,Ginns,TRUE
272,41,"Bandoni, R.J.",1986,Sirotrema: a new genus in the Tremellaceae,64,668-676,Martin,TRUE
273,366,"Bandoni, R.J., Barr, D.J.S.",1976,,17,220-225,Ginns,TRUE
274,366,"Bandoni, R.J., Tubak, K.",1985,Cladoconidium: a new hyphomycete anamorph-genus,26,425-431,Martin,TRUE
275,359,"Bandoni, R.J., Maze, J.R., Delange, J.P.",1979,,12,105-106,Ginns,TRUE
276,48,"Banham, F.L.",1960,,40,165-171,Ginns,TRUE
277,48,"Banting, J.D., Wu, Y.S., Shebeski, L.H.",1961,,41,137-152,Ginns,TRUE
278,3,"Banville, G.",1982,Receptivity of Potato Tubers to Black Scurf as influenced by Varieties and Cultural Practices,59,460,Martin,TRUE
279,313,"Banville, G.J.",1970,,51,152,Ginns,TRUE
280,323,"Banville, G.J.",1971,,38,13,Ginns,TRUE
281,3,"Banville, G.J.",1989,Yield losses and damage to potato plants caused by Rhizoctonia solani Khn,66,821-834,Martin,TRUE
282,46,"Barak, E., Edgington, L.V.",1984,Botrytis cinerea resistant to captan: the effect of inoculum age and type on response to the fungicide,6(3),211-214,Martin,TRUE
283,46,"Barak, E., Edgington, L.V., Ripley, B.D.",1984,"Bioactivity of fungicide metalaxyl in potato tubers against some species of Phytophthora, Fusarium, and Alternaria, related to polyphenoloxidase activity",6(4),304-308,Martin,TRUE
284,323,"Baranyay, J.A.",1963,,30,10,Ginns,TRUE
285,41,"Baranyay, J.A.",1964,Bark moisture relationships in western hemlock branches infected by dwarf mistletoe,42,1313-1319,Martin,TRUE
286,41,"Baranyay, J.A.",1965,Fungi from dwarf mistletoe infections in western hemlock,43,597-604,Martin,TRUE
287,41,"Baranyay, J.A.",1966,,44,597-604,Ginns,TRUE
288,41,"Baranyay, J.A.",1966,Fungi from dwarf mistletoe infections in western hemlock,44,597-604,Martin,TRUE
289,118,"Baranyay, J.A.",1967,,43,372-380,Ginns,TRUE
290,439,"Baranyay, J.A.",1968,,1238,,Ginns,TRUE
291,41,"Baranyay, J.A., Funk, A.",1969,,47,1011-1014,Ginns,TRUE
292,118,"Baranyay, J.A., Stevenson, G.R.",1964,,40,350-361,Ginns,TRUE
293,43,"Baranyay, J.A., Smith, R.B.",1974,,4,361-365,Ginns,TRUE
294,41,"Baranyay, J.A., Hiratsuka, Y.",1967,,45,189-191,Ginns,TRUE
295,339,"Baribeau, B.",1935,,27,80-83,Conners,TRUE
296,351,"Barker, W.G., Page, O.T.",1954,,119,286,Conners,TRUE
297,19,"Baroni, T.J.",1981,A Revision of the Genus Rhodocybe Maire (Agaricales),67,1-194,Martin,TRUE
298,41,"Barr, D.J.S.",1968,,46,1087-1091,Ginns,TRUE
299,53,"Barr, D.J.S.",1973,,53,191-193,Ginns,TRUE
300,46,"Barr, D.J.S.",1979,,1,85-94,Ginns,TRUE
301,906,"Barr, D.J.S.",1980,,176,,Ginns,TRUE
302,46,"Barr, D.J.S.",1980,,2,116-118,Ginns,TRUE
303,906,"Barr, D.J.S.",1981,Polymyxa graminis,199,1,Martin,TRUE
304,906,"Barr, D.J.S.",1981,Polymyxa betae,200,1,Martin,TRUE
305,906,"Barr, D.J.S.",1990,Lagena radicicola,329,1,Martin,TRUE
306,41,"Barr, D.J.S., Hickman, C.J.",1967,,45,423-430,Ginns,TRUE
307,313,"Barr, D.J.S., Callen, E.O.",1963,,44,18-24,Ginns,TRUE
308,53,"Barr, D.J.S., Slykhuis, J.T.",1969,Zoosporic fungi associated with Wheat Spindle Streak Mosaic in Ontario,49,112-113,Martin,TRUE
309,53,"Barr, D.J.S., Slykhuis, J.T.",1969,,49,112-113,Ginns,TRUE
310,53,"Barr, D.J.S., Slykhuis, J.T.",1976,Further observations on zoosporic fungi associated with wheat spindle streak mosaic virus,56,77-81,Martin,TRUE
311,53,"Barr, D.J.S., Slykhuis, J.T.",1976,,56,77-81,Ginns,TRUE
312,41,"Barr, D.J.S., Hadland-Hartmann, V.E.",1977,,55,3063-3074,Ginns,TRUE
313,41,"Barr, D.J.S., Hartmann, V.E.",1977,,55,1221-1235,Ginns,TRUE
314,53,"Barr, D.J.S., Kemp, W.G.",1975,"Olpidium brassicae, tobacco necrosis virus, and Pythium spp. in relation to rusty root of carrots in Ontario and Quebec",55,77-82,Martin,TRUE
315,53,"Barr, D.J.S., Kemp, W.G.",1975,,55,77-82,Ginns,TRUE
316,41,"Barr, M.E.",1961,,39,307-325,Ginns,TRUE
317,281,"Barr, M.E.",1964,,56,841-862,Ginns,TRUE
318,41,"Barr, M.E.",1967,,45,1041-1046,Ginns,TRUE
319,41,"Barr, M.E.",1968,,46,799-864,Ginns,TRUE
320,281,"Barr, M.E.",1970,,62,377-394,Ginns,TRUE
321,443,"Barr, M.E.",1972,,9,523-638,Ginns,TRUE
322,281,"Barr, M.E.",1976,,68,611-621,Ginns,TRUE
323,286,"Barr, M.E.",1977,,6,17-23,Ginns,TRUE
324,281,"Barr, M.E.",1977,,69,952-966,Ginns,TRUE
325,444,"Barr, M.E.",1978,,,,Ginns,TRUE
326,286,"Barr, M.E.",1979,,9,17-37,Ginns,TRUE
327,286,"Barr, M.E.",1982,Leptosphaeria sepalorum,15,345-348,Martin,TRUE
328,286,"Barr, M.E.",1982,On the Pleomassariaceae (Pleosporales) in North America,15,349-383,Martin,TRUE
329,286,"Barr, M.E.",1983,Muriform ascospores in Class Ascomycetes,18,149-157,Martin,TRUE
330,286,"Barr, M.E.",1984,Herpotrichia and its segregates,20,1-38,Martin,TRUE
331,281,"Barr, M.E.",1985,Notes on the Calosphaeriales,77,549-565,Martin,TRUE
332,286,"Barr, M.E.",1989,The genus Chaetomastia (Dacampiaceae) in North America,34,507-515,Martin,TRUE
333,358,"Barr, M.E.",1989,The Venturiaceae in North America: Revisions and Additions,41,25-40,Martin,TRUE
334,287,"Barr, M.E.",1990,Melanommatales (Loculoascomycetes).,13,1-129.,Martin,TRUE
335,275,"Barr, M.E.",1990,Some Dictyosporous Genera and Species of Pleosporales in North America,62,1-92,Martin,TRUE
336,286,"Barr, M.E.",1991,Revisions and additions to the Diaporthales,41,287-305,Martin,TRUE
337,286,"Barr, M.E.",1991,Notes and additions to North American members of the Herpotrichiellaceae,41,419-436,Martin,TRUE
338,286,"Barr, M.E.",1992,"Additions to and notes on the Phaeosphaeriaceae (Pleosporales, Loculoascomycetes)",43,371-400,Martin,TRUE
339,286,"Barr, M.E.",1992,Notes on the Lophiostomataceae (Pleosporales),45,191-221,Martin,TRUE
340,286,"Barr, M.E., Rogerson, C.T.",1983,Two new species of Loculoascomycetes,17,247-252,Martin,TRUE
341,286,"Barr, M.E., Boise, J.R.",1985,A revision of Exarmidium (Ascomycetes),23,233-240,Martin,TRUE
342,275,"Barr, M.E., Boise, J.R.",1989,"Syncarpella (Pleosporales, Cucurbitariaceae)",49,298-304,Martin,TRUE
343,41,"Barr, M.E.",1953,PYRENOMYCETES OF BRITISH COLUMBIA,31(6),810-830,Conners,TRUE
344,41,"Barr, M.E.",1955,,33,497-514,Conners,TRUE
345,442,"Barr, M.E.",1959,,73,,Conners,TRUE
346,41,"Barr, M.E.",1961,,39,307-325,Conners,TRUE
347,24,"Barreto, R.W., Dick, M.W.",1991,Monograph of Basidiophora (Oomycetes) with  the description of a new species,107,313-332,Martin,TRUE
348,41,"Barron, G.L.",1961,,39,1573-1578,Ginns,TRUE
349,41,"Barron, G.L.",1962,,40,1603-1613,Ginns,TRUE
350,41,"Barron, G.L.",1962,,40,589-607,Conners,TRUE
351,41,"Barron, G.L.",1962,,40,589-607,Ginns,TRUE
352,41,"Barron, G.L., Booth, C.",1966,,44,1057-1061,Ginns,TRUE
353,41,"Barron, G.L., Cain, R.F., Gilman, J.C.",1961,,39,1629-1632,Ginns,TRUE
354,41,"Barron, G.L., Cain, R.F., Gilman, J.C.",1961,,39,837-845,Ginns,TRUE
355,41,"Barton, G.M.",1967,,45,1545-1552,Ginns,TRUE
356,41,"Basham, J.T.",1957,,35,155-172,Conners,TRUE
357,41,"Basham, J.T.",1958,,36,491-505,Conners,TRUE
358,41,"Basham, J.T.",1959,,37,291-326,Conners,TRUE
359,41,"Basham, J.T.",1966,,44,275-295,Ginns,TRUE
360,41,"Basham, J.T.",1966,,44,849-860,Ginns,TRUE
361,41,"Basham, J.T.",1973,,51,1379-1392,Ginns,TRUE
362,43,"Basham, J.T.",1975,,5,706-721,Ginns,TRUE
363,43,"Basham, J.T.",1988,Decay and stain 10 years later in aspen suckers subjected to scarification at age 3,18,1507-1521,Martin,TRUE
364,41,"Basham, J.T., Mook, P.V., Davidson, A.G.",1953,,31,334-360,Conners,TRUE
365,41,"Basham, J.T., Anderson, H.W.",1977,,55,934-976,Ginns,TRUE
366,315,"Basham, J.T., Taylor, L.D.",1965,The occurrence of fungi and bacteria in normal and discolored heartwood on second-growth sugar maple in Ontario,49,771-774,Martin,TRUE
367,315,"Basham, J.T., Taylor, L.D.",1965,,49,771-774,Ginns,TRUE
368,445,"Basham, J.T., Morawski, Z.J.R.",1964,,1072,1,Martin,TRUE
369,41,"Basham, J.T., Good, H.M., Taylor, L.D.",1969,,47,1629-1634,Ginns,TRUE
370,43,"Basham, J.T., Hudak, J., Lachance, D., Magasi, L.P., Stillwell, M.A.",1976,,6,406-414,Ginns,TRUE
371,446,"Bassett, I.J.",1958,,,,Conners,TRUE
372,41,"Basu, P.K.",1961,,39,165-196,Ginns,TRUE
373,323,"Basu, P.K.",1962,,29,12,Ginns,TRUE
374,53,"Basu, P.K.",1962,,42,246-252,Ginns,TRUE
375,48,"Basu, P.K.",1966,"Conditions for symptomatological differentiation of bacterial canker, spot, and speck on tomato seedlings",46,525-530,Martin,TRUE
376,53,"Basu, P.K.",1974,,54,24-25,Ginns,TRUE
377,53,"Basu, P.K.",1974,,54,45-51,Ginns,TRUE
378,323,"Basu, P.K.",1975,,42,19,Ginns,TRUE
379,315,"Basu, P.K.",1976,,60,1037-1040,Ginns,TRUE
380,53,"Basu, P.K.",1978,,58,5-8,Ginns,TRUE
381,53,"Basu, P.K.",1980,,60,23-24,Ginns,TRUE
382,53,"Basu, P.K.",1980,"Occurrence of soybean foliage diseases in eastern Ontario, 1979",60,23-24,Martin,TRUE
383,46,"Basu, P.K.",1981,Effects of cold exposure and inoculation with Phytophthora megasperma on young alfalfa plants,3,111,Martin,TRUE
384,312,"Basu, P.K.",1981,Existence of chlamydospores of Phytophthora megasperma as soil survival and primary infective propagules,71,202,Martin,TRUE
385,53,"Basu, P.K.",1983,Survey of eastern Ontario alfalfa fields to determine common fungal diseases and predominant soil-borne species of Pythium and Fusarium,63,51-54,Martin,TRUE
386,53,"Basu, P.K.",1984,"Predominance of race 4 of the soybean bacterial blight pathogen Pseudomonas syringae pv. glycinea in eastern Ontario, 1982",64,37-38,Martin,TRUE
387,312,"Basu, P.K.",1984,Effect of temperature on survival of the alfalfa wilt pathogen Verticillium albo-atrum in soil,74,839,Martin,TRUE
388,53,"Basu, P.K.",1986,"In vitro soil temperature tolerance and field overwintering of soybean bacterial blight pathogen, Pseudomonas syringae pv. glycinea",66,15-17,Martin,TRUE
389,53,"Basu, P.K.",1987,Longevity of Verticillium albo-atrum within alfalfa stems buried in soil or maintained without soil at various temperatures,67,15-16,Martin,TRUE
390,46,"Basu, P.K., Butler, G.",1988,Assessment of brown spot (Septoria glycines) alone and in combination with bacterial blight (Pseudomonas syringae pv. glycinea) on soybeans in a short-season area,10,78-82,Martin,TRUE
391,46,"Basu, P.K., Butler, G.",1989,Studies on some cultures of Verticillium albo-atrum isolated from alfalfa,11,184,Martin,TRUE
392,46,"Basu, P.K., Butler, G.",1991,Colony growth response to temperature and pathogenicity of isolates of Verticillium albo-atrum from alfalfa in Canada,13,112-115,Martin,TRUE
393,53,"Basu, P.K., Brown, N.J.",1988,"Soybean disease incidence in growers' fields, 1987",68,123-124,Martin,TRUE
394,53,"Basu, P.K., Brown, N.J.",1988,Incidence of Verticillium wilt of alfalfa in eastern Ontario,68,65-67,Martin,TRUE
395,323,"Basu, P.K., Wallen, V.R.",1966,Influence of temperature on the viability and the stability of pathogenic and physiological characteristics of Xanthomonas phaseoli var. fuscans,33,12,Martin,TRUE
396,41,"Basu, P.K., Wallen, V.R.",1967,Factors influencing virulence and pigment production of Xanthomonas phaseoli var. fuscans,45,2367-2374,Martin,TRUE
397,48,"Basu, P.K., Lin, C.S., Binns, M.R.",1977,,57,1091-1097,Ginns,TRUE
398,53,"Basu, P.K., Brown, N.J., Crete, R., Gourley, C.O., Johnston, H.W., Pepin, H.S., Seaman, W.L.",1976,,56,25-32,Ginns,TRUE
399,53,"Basu, P.K., Crete, R., Donaldson, A.G., Gourley, C.O., Haas, J.H., Harper, F.R., Lawrence, C.H., Seaman, W.L., Toms, H.N.W., Wong, S.I., Zim",1973,,53,49-57,Ginns,TRUE
400,53,"Basu, P.K., Crête, R., Donaldson, A.G., Gourley, C.O., et al.",1973,"Prevalence and severity of diseases of processing peas in Canada, 1970-71",53,49-57,Martin,TRUE
401,41,"Batista, U.G., Higgins, V.J.",1991,Accumulation of phytoalexins in the compatible interaction between Cladosporium fulvum and tomato in relation to colonization,69,822-830,Martin,TRUE
402,281,"Batra, L.R.",1963,,55,508-520,Ginns,TRUE
403,281,"Batra, L.R.",1967,,59,976-1017,Ginns,TRUE
404,281,"Batra, L.R.",1983,Monilinia vaccinii-corymbosi (Sclerotiniaceae): its biology on blueberry and comparison with related species,75,131-152,Martin,TRUE
405,282,"Batra, L.R.",1991,"World Species of Monilinia (Fungi): Their Ecology, Biosystematics and Control",16,1-246,Martin,TRUE
406,2,"Batra, L.R., Korf, R.P.",1959,,46,441-450,Conners,TRUE
407,41,"Baylis, R.J.",1958,,36,17-32,Conners,TRUE
408,313,"Beauchamp, P., Pelletier, G.J.",1979,,60,167,Ginns,TRUE
409,313,"Beaulieu, C.",1991,Isolement et caractérisation des microorganismes causant la gale commune au Québec,72,123-127,Martin,TRUE
410,46,"Beaulieu, C., Coulombe, L.J., Dion, P.",1983,Isolation and characterization of Agrobacterium strains from Quebec,5,200,Martin,TRUE
411,46,"Beczner, L., Rochon, D.M., Hamilton, R.I.",1986,First report of pepper mild mottle virus (PMMV) in Canada,8,347,Martin,TRUE
412,313,"Bedard, R., Lachance, R.O.",1970,,51,72-77,Ginns,TRUE
413,312,"Bedford, K.",1981,Survival of a marker strain of Pseudomonas syringae pv. papulans in apple leaf scars,71,557,Martin,TRUE
414,46,"Bedford, K.E., Macneill, B.H., Bonn, W.G.",1982,Relation of epiphytic populations of Pseudomonas syringae pv. papulans to blister spot of Mutsu apple,4,303,Martin,TRUE
415,46,"Bedford, K.E., Macneill, B.H., Bonn, W.G.",1984,Survival of a genetically marked strain of the blister spot pathogen Pseudomonas syringae pv. papulans in leaf scars and buds of apple,6(1),17-20,Martin,TRUE
416,46,"Bedford, K.E., Macneill, B.H., Bonn, W.G., Dirks, V.A.",1988,Population dynamics of Pseudomonas syringae pv. papulans on Mutsu apple,10,23-29,Martin,TRUE
417,46,"Bedi, S., Morrall, R.A.A.",1989,Disease gradients and control of ascochyta blight of lentil in Saskatchewan,11,185,Martin,TRUE
418,53,"Bedi, S., Morrall, R.A.A.",1990,Ascochyta blight in lentil crops and seed samples in Saskatchewan in 1988,70,123-125,Martin,TRUE
419,41,"Beghdadi, A., Richard, C., Dostaler, D.",1992,"L'Aphanomyces euteiches des luzernières du Québec: isolement, morphologie et variabilité de la croissance et du pouvoir pathogène",70,1903-1911,Martin,TRUE
420,53,"Bell, C.R.",1990,Crown gall disease survey in Nova Scotia vineyards,70,100-101,Martin,TRUE
421,45,"Bell, C.R., Ramey, W.D.",1991,Hybrid biovars of Agrobacterium species isolated from conifer roots,37,34-41,Martin,TRUE
422,43,"Bella, I.E.",1985,Western gall rust and insect leader damage in relation to tree size in young lodgepole pine in Alberta,15,1008-1010,Martin,TRUE
423,35,"Belrne, B.P.",1956,,88 Suppl. 2,,Conners,TRUE
424,312,"Benard, D., Punja, Z.K.",1992,Role of Pythium spp. in the development of cavity spot on carrots in British Columbia,82,1091,Martin,TRUE
425,41,"Benedict, W.G.",1954,,32,215-220,Conners,TRUE
426,41,"Benedict, W.G.",1954,,32,82-94,Conners,TRUE
427,315,"Benedict, W.G.",1954,,38,27-29,Conners,TRUE
428,315,"Benedict, W.G.",1955,,39,457-459,Conners,TRUE
429,323,"Benedict, W.G.",1960,,27,12,Ginns,TRUE
430,53,"Benedict, W.G.",1960,,38,118-119,Conners,TRUE
431,48,"Benedict, W.G.",1966,,46,553-560,Ginns,TRUE
432,41,"Benedict, W.G.",1971,,49,1721-1726,Ginns,TRUE
433,41,"Benedict, W.G.",1976,,54,552-555,Ginns,TRUE
434,41,"Benedict, W.G.",1979,,57,1809-1814,Ginns,TRUE
435,41,"Benedict, W.G., Mountain, W.B.",1956,,34,159-174,Conners,TRUE
436,46,"Benhamou, N., Sinha, R.C.",1981,Association of a rickettsia-like organism with a disease of white clover,3,191-196,Martin,TRUE
437,313,"Benhamou, N., Ouellette, G.B., Pauzé, F.",1983,Mise en évidence d'infection … procaryotes (rickettsöides et mycoplasmes) chez Trifolium repens au Québec,64,53-59,Martin,TRUE
438,281,"Benny, G.L., Benjamin, R.K., Kirk, P.M.",1992,A reevaluation of Cunninghamellaceae (Mucorales). Sigmoideomycetaceae fam. nov. and Reticulocephalis gen nov.; cladistic analysis and description of two new species,84,615-641,Martin,TRUE
439,23,"Benny, G.L., Samuelson, D.A., Kimbrough, J.W.",1985,"Studies on the Coryneliales. IV. Caliciopsis, Coryneliopsis, and Coryneliospora",146,437-448,Martin,TRUE
440,312,"Bensaude, M., Keitt, G.W.",1928,,18,313-329,Conners,TRUE
441,53,"Benschop, K., Tewari, J.P., Toop, E.W.",1984,Phomopsis twig die-back of some woody interior ornamentals in Alberta,64,29-31,Martin,TRUE
442,41,"Berch, S.M., Fortin, J.A.",1983,"Lectotypification of Glomus macrocarpum and proposal of new combinations: Glomus australe, Glomus versiforme, and Glomus tenebrosum (Endogonaceae)",61,2608-2617,Martin,TRUE
443,41,"Berch, S.M., Fortin, J.A.",1983,"Endogone pisiformis: axenic culture and associations with Sphagnum, Pinus sylvestris, Allium cepa, and Allium porrum",61,899-905,Martin,TRUE
444,41,"Berch, S.M., Fortin, J.A.",1984,Some sporocarpic Endogonaceae from eastern Canada,62,170-180,Martin,TRUE
445,281,"Berch, S.M., Trappe, J.M.",1985,"A new species of Endogonaceae, Glomus hoi",77,654-657,Martin,TRUE
446,45,"Berg, G.R., Inniss, W.E., Heikkila, J.J.",1987,Stress proteins and thermotolerance in psychotropic yeasts from arctic environments,33,383-389,Martin,TRUE
447,350,"Berkeley, G.H.",1927,,7,210-223,Conners,TRUE
448,350,"Berkeley, G.H.",1935,,15,387-392,Conners,TRUE
449,50,"Berkeley, G.H.",1936,,"C, 14",306-317,Conners,TRUE
450,50,"Berkeley, G.H.",1936,,"C, 14",419-424,Conners,TRUE
451,312,"Berkeley, G.H.",1947,,37,781-789,Conners,TRUE
452,312,"Berkeley, G.H.",1953,,43,111-115,Conners,TRUE
453,350,"Berkeley, G.H., Jackson, A.B.",1926,,6,261-270,Conners,TRUE
454,50,"Berkeley, G.H., Phillips, J.H.H.",1943,,21,181-190,Conners,TRUE
455,312,"Berkeley, G.H., Willison, R.S.",1948,,38,509-518,Conners,TRUE
456,350,"Berkeley, G.H., Madden, G.O., Willison, R.S.",1931,,11,739-759,Conners,TRUE
457,3,"Berkeley, G.H., Thompson, R.W., Richardson, J.K.",1946,,23,285-290,Conners,TRUE
458,41,"Berkenkamp, B.",1969,,47,453-456,Ginns,TRUE
459,53,"Berkenkamp, B.",1969,,49,65,Ginns,TRUE
460,53,"Berkenkamp, B.",1971,,51,96-100,Ginns,TRUE
461,313,"Berkenkamp, B.",1971,,52,52-57,Ginns,TRUE
462,53,"Berkenkamp, B.",1972,,52,51-55,Ginns,TRUE
463,53,"Berkenkamp, B.",1972,,52,62-63,Ginns,TRUE
464,53,"Berkenkamp, B.",1973,,53,11-15,Ginns,TRUE
465,53,"Berkenkamp, B.",1974,,54,111-115,Ginns,TRUE
466,53,"Berkenkamp, B.",1977,,57,65-67,Ginns,TRUE
467,48,"Berkenkamp, B.",1980,,60,1039-1040,Ginns,TRUE
468,53,"Berkenkamp, B.",1988,Diseases of clover in northeastern Saskatchewan,68,74,Martin,TRUE
469,317,"Berkenkamp, B., Meeres, J.",1987,Septoria orobina on Saifoin: A New North American Record,71,651,Martin,TRUE
470,53,"Berkenkamp, B., Kirkham, C.",1988,Disease survey of barley fields in N.E. Saskatchewan,68,36-37,Martin,TRUE
471,53,"Berkenkamp, B., Kirkham, C.",1988,Disease survey of wheat fields in N.E. Saskatchewan,68,45-46,Martin,TRUE
472,53,"Berkenkamp, B., Kirkham, C.",1988,Foliar diseases of alfalfa in northeastern Saskatchewan,68,62,Martin,TRUE
473,53,"Berkenkamp, B., Kirkham, C.",1988,Disease survey of canola in N.E. Saskatchewan,68,115-116,Martin,TRUE
474,53,"Berkenkamp, B., Kirkham, C.",1988,Disease survey of flax in N.E. Saskatchewan,68,119-120,Martin,TRUE
475,53,"Berkenkamp, B., Kirkham, C.",1988,Disease survey of pea fields in N.E. Saskatchewan,68,121-122,Martin,TRUE
476,53,"Berkenkamp, B., Kirkham, C.",1989,"Foliar diseases of alfalfa in N.E. Saskatchewan, 1988",69,49,Martin,TRUE
